track_id,track_name,artists,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,year
7ps0lU6VumdsH5JqAjzDRm,Long: Porcelain,Helen Jane Long,31,220386,0.301,0.0949,5,-22.734,1,0.0344,0.986,0.957,0.137,0.0589,93.53,Classical,
1QzFhzIOW7CyRJLpmq5CM0,Counting Stars,OneRepublic,62,257386,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,Classical,
6vbQZjPUZPEY8cBUm8yzIL,"Piano Sonata No. 4 in E-Flat, Op. 7: III. Allegro",Ludwig van Beethoven,31,308320,0.267,0.0641,D#,-27.148,Major,0.0447,0.993,0.905,0.171,0.171,73.05,Classical,
4CSt2xU7pi068RZ8XxJxwp,"Violin Partita No. 2 in D Minor, BWV 1004: I. Allemande",Johann Sebastian Bach,21,298680,0.302,0.0401,D,-21.942,Minor,0.059,0.995,0.339,0.0616,0.446,108.75,Classical,
5A6E9cVlxYAmEvdbEE4w9Y,drivers license - Piano Arrangement,Karim Kamar,40,284000,0.344,0.081,10,-23.65,1,0.0564,0.983,0.9,0.103,0.034,128.876,Classical,
0c3njH6nvAHQ7rT4NEfyyn,Die Entspannungsmethode,Meeresrauschen,33,115199,0.209,0.998,9,-18.743,0,0.048,0.248,0.921,0.88,1e-05,79.747,Classical,
3LjnKFFy24ctECYJGGb1Vt,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe d’Hérode"": Marche nocturne",Hector Berlioz,8,239000,0.212,0.0286,D#,-27.518,Major,0.0361,0.945,0.911,0.386,0.129,73.381,Classical,
0UP34HBR7wz6IjCRV6qmrV,Symphony No.4 in F Major: 1. Allegro,William Boyce,43,191000,0.524,0.186,E,-20.39,Major,0.0382,0.93,0.453,0.285,0.8,95.291,Classical,
0KGUGsjmfTBrw6HgM27NuL,"Symphonie fantastique, Op. 14: 4. Marche au supplice (Transcribed for Piano Duet by Jean-François Heisser)",Hector Berlioz,36,400861,0.407,0.156,G,-20.821,Minor,0.0325,0.992,0.892,0.104,0.218,78.157,Classical,
7jLc5XBbuIDciFmJg2FeCu,Heat Waves - Piano Arrangement,The Theorist,42,252597,0.378,0.147,11,-21.057,1,0.0462,0.98,0.81,0.1,0.202,146.248,Classical,
0eiT0cfG4TT3u6Zw68A1Kw,"En rêve, nocturne, S. 207",Franz Liszt,57,154400,0.29,0.0077,B,-38.933,Major,0.0434,0.983,0.921,0.0787,0.0386,135.607,Classical,
1Fe6hlOZhHJ0Ej4QNt1w5Y,"Requiem in D Minor, K. 626: IIId. Sequence No. 4, Recordare, Jesu pie (Live)",Wolfgang Amadeus Mozart,13,331400,0.163,0.193,F,-20.829,Major,0.0457,0.991,0.00568,0.201,0.0792,74.375,Classical,
7geFw0swtEaRftfTgEuC6g,"String Quartet No. 66 in G Major, Op. 77, No. 1, Hob.III:81, ""Lobkowitz"": I. Allegro moderato",Franz Joseph Haydn,32,479040,0.395,0.076,D,-20.787,Major,0.0419,0.979,0.85,0.101,0.304,63.099,Classical,
0MSjo5I8GRISoQiFiT42GD,"Symphony No.25 in G minor, K.183: 1. Allegro con brio",Wolfgang Amadeus Mozart,24,460000,0.473,0.175,G,-16.656,Minor,0.0395,0.988,0.924,0.111,0.32,79.772,Classical,
4zD9RBG51Lj8bnQwolLnyu,Wild Life,OneRepublic,45,267117,0.479,0.762,2,-7.86,1,0.0378,0.00711,0.011,0.0965,0.0519,115.956,Classical,
5luOyzGFVbgwOXpHiFxXUm,Sleeping Hoover,Silent Knights,39,256000,0.0,0.000734,5,-8.171,0,0.0,0.166,0.951,0.932,0.0,0.0,Classical,
6H4tmpS3ZAMYwaCQYohMyp,"Piano Sonata No. 18 In E Flat Major, Op. 31, No. 3 -""The Hunt"": 1. Allegro - Live",Ludwig van Beethoven,26,513750,0.335,0.0411,D#,-30.911,Major,0.0444,0.991,0.926,0.0903,0.139,133.497,Classical,
7EbAGbBeU3SRzRnhpfcVHY,Brown Noise For Sleep 9,Granular,49,67500,0.314,0.811,2,-30.862,1,0.0575,0.97,0.712,0.111,0.0306,134.301,Classical,
7guzWL6scF2bIRud4Mfk9Y,Tu as disparu,Laetitia Dostie,65,115915,0.362,0.107,9,-22.77,0,0.0443,0.994,0.972,0.107,0.363,87.942,Classical,
06UFtZJhQHr1G6o5O4br8t,"Variations on an Original Theme, Op. 36 'Enigma': Variation VIII. Allegretto ""W.N.""",Edward Elgar,9,118680,0.188,0.0543,G,-24.024,Major,0.0417,0.97,0.897,0.105,0.0748,91.88,Classical,
4HwQUYEHODAq2nr6ea2O7s,"Requiem in D Minor, K. 626: 7. Agnus Dei - Live",Wolfgang Amadeus Mozart,34,209000,0.159,0.0587,F,-21.573,Major,0.0454,0.966,0.787,0.128,0.0319,107.998,Classical,
4twLw3Eqp2qVmOYHRpk737,"Preludes, Op. 28: No. 9 in E Major (Largo)",Frédéric Chopin,26,78933,0.436,0.0327,E,-23.191,Major,0.0478,0.994,0.897,0.0987,0.0368,124.109,Classical,
4zenRe44xiB5rZQa2eBMMP,The Beckoning Sea,Michael Maxwell,23,615513,0.167,0.406,2,-22.063,1,0.0801,0.837,0.862,0.39,0.415,111.701,Classical,
3WDO5w0DCybflrE5YtV399,Come Closer,Christopher Blake,32,226071,0.687,0.686,G#,-6.37,Major,0.104,0.421,0.000321,0.113,0.511,94.428,Classical,
24UjbN6SUAV7I67AtH9FT3,Poem of the Rain,BigRicePiano,45,311738,0.59,0.161,11,-23.341,0,0.0413,0.992,0.839,0.0708,0.313,145.108,Classical,
4IGX4UOFxzRcRUaxC6PlIz,"III. ""Clair de lune""",Claude Debussy,52,314667,0.285,0.00323,C#,-31.788,Major,0.0428,0.989,0.944,0.0705,0.0399,65.585,Classical,
37oIGXkiR4MlM79w65rd02,Introduction and Rondo capriccioso in A Minor,Camille Saint-Saëns,28,547000,0.29,0.0899,A,-26.046,Minor,0.047,0.937,0.698,0.105,0.156,90.888,Classical,
5RJF9tfEnpKUK75fXG0iM8,jazz patterns,Codename Chinadoll,25,102879,0.699,0.149,2,-12.203,1,0.0381,0.538,0.931,0.0916,0.0739,83.988,Classical,
4UwG2k8Oqm6cTLpy1Deug0,"Concerto per la solennità di San Lorenzo, RV 556 : II. Largo e cantabile",Antonio Vivaldi,41,183733,0.153,0.00658,F#,-27.202,Minor,0.0527,0.939,0.000272,0.09,0.18,66.083,Classical,
3pWpN8zvwf9rBHEgajjgsJ,Apologize - Piano Arrangement,Ingrid Olsson,40,216600,0.614,0.0502,3,-23.896,1,0.0603,0.995,0.956,0.101,0.123,99.901,Classical,
3xACxI8xJOhJ7rHkeDqUS8,Three Fingers,Buckethead,33,178000,0.639,0.554,C,-6.921,Major,0.26,0.0773,7.22e-06,0.101,0.631,171.935,Classical,
0ykvidCL6kPFg8CDeU8OYw,Solomon HWV 67: The Arrival of the Queen of Sheba (Arr. Recorders & Orchestra),George Frideric Handel,38,182347,0.428,0.306,A,-14.662,Major,0.0382,0.902,0.686,0.282,0.588,122.583,Classical,
3krdWoIywh95rar5xCxBMZ,"Le nozze di Figaro, K. 492 (Excerpts Sung in German): So lang hab ich geschmachtet",Wolfgang Amadeus Mozart,32,213800,0.354,0.0616,A,-20.233,Major,0.0583,0.995,0.168,0.121,0.291,91.318,Classical,
3rg1HvpBbzDDF6cuL2alWV,Awakening Stars,Peter Kater,23,557609,0.315,0.113,2,-20.789,0,0.0374,0.965,0.87,0.069,0.0385,60.509,Classical,
28LFDNwobjhiWf5HjRQ307,"Romeo and Juliet, Op. 64 (Excerpts): Act IV, Epilogue, No. 52: Death of Juliet",Sergei Prokofiev,24,218000,0.0696,0.0747,C,-23.086,Major,0.0417,0.894,0.755,0.325,0.0333,75.282,Classical,
2E5GynpBjhKjrk2rKJVMjt,"Grieg: Moods, Op. 73: IV. Folksong",Edvard Grieg,30,151320,0.259,0.0028,G#,-39.683,Major,0.0433,0.995,0.864,0.101,0.0957,94.036,Classical,
04uBrZH4f79o5uCViuw9vz,"Violin Concerto No. 1 in G Minor, Op. 26: III. Finale (Allegro energico – Stringendo poco a poco – Presto)",Max Bruch,34,493080,0.323,0.18,D,-13.766,Major,0.0428,0.826,0.102,0.147,0.297,81.83,Classical,
6uFoL3MPVwNliwqkhY1A2Y,Das Lied von der Erde: 3. Von der Jugend,Gustav Mahler,3,194973,0.286,0.185,A#,-20.889,Major,0.0418,0.974,0.18,0.0783,0.316,84.15,Classical,
4IcvQehCaRync2poO239V4,Nightcap,Nostalgique,38,86142,0.724,0.106,10,-9.999,0,0.0648,0.519,0.917,0.14,0.478,140.074,Classical,
2uKKQHWwc0xMOfOSutojjn,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo. Allegro vivace (Live)",Ludwig van Beethoven,6,343867,0.383,0.307,G#,-18.287,Major,0.071,0.929,0.913,0.111,0.399,175.517,Classical,
2WwWeZvHcbHidLsvn27mOa,"Chopin: Fantaisie-Impromptu in C-Sharp Minor, Op. 66: (Allegro agitato - Moderato cantabile - Tempo primo)",Frédéric Chopin,45,303187,0.278,0.13,C#,-19.031,Major,0.0342,0.991,0.915,0.119,0.0646,70.821,Classical,
7J1KmTQJFGhkyKHNZBbmc0,Mol allena,Alfred Janders,52,146874,0.401,0.0591,5,-31.025,0,0.0455,0.994,0.927,0.163,0.383,64.988,Classical,
2hIt9N22NFDB9fijPNhHF3,"Piano Sonata No. 3 in B Minor, Op. 58: III. Largo",Frédéric Chopin,30,476747,0.3,0.00421,B,-34.612,Major,0.0425,0.995,0.918,0.105,0.13,75.347,Classical,
1D5AWyG2oOk42eQFdLN1bK,String poetic: II. Nocturne,Jennifer Higdon,28,286267,0.161,0.0535,C,-23.811,Major,0.0474,0.976,0.489,0.0861,0.0538,91.131,Classical,
75qMg1eAv39k3FOwMcaAsJ,Joy Fever,Blue Motyl,32,102400,0.608,0.293,1,-13.405,1,0.0407,0.698,0.763,0.112,0.415,150.056,Classical,
0pAYJ4WaB7MzlH8YxfZAnM,4 Dance Episodes from Rodeo: I. Buckaroo Holiday,Aaron Copland,22,418173,0.402,0.413,F,-13.347,Major,0.0638,0.938,0.873,0.367,0.291,128.917,Classical,
0HWuQaqhb0CdLYTQm86Bd6,Prelude,ERA,23,204986,0.194,0.21,0,-17.654,1,0.0383,0.823,0.793,0.106,0.039,79.311,Classical,
7mM5ZcqOhcNmlWjU8EZ1i0,Sleep On,Hayley Westenra;Catrin Finch,23,149506,0.291,0.157,10,-13.591,1,0.0354,0.869,4.46e-06,0.12,0.174,109.717,Classical,
270eypjR3NJY39pZGp4tgo,Black Skulls,Jóhann Jóhannsson,32,165960,0.125,0.46,F,-12.369,Major,0.044,0.647,0.846,0.0666,0.0358,88.506,Classical,
6m8nJYIgDoU6WYyY6io5xF,Sweet Return,Hilary Stagg,52,260440,0.261,0.129,7,-19.887,1,0.0308,0.815,0.914,0.1,0.051,94.597,Classical,
5PqMlhjfgEYcipKzOmsHIa,"We Didn't Start the Fire - Live at Yankee Stadium, Bronx, NY - June 1990",Billy Joel,35,311066,0.428,0.968,7,-3.446,1,0.152,0.18,0.0,0.86,0.501,144.067,Classical,
0UxACryJlLw1VzQWe9eA3x,The Piano: The Heart Asks Pleasure First,Michael Nyman,41,260973,0.217,0.0408,A,-26.146,Minor,0.0379,0.994,0.912,0.0553,0.0615,159.179,Classical,
4v1nkqzbzajcLBxEnJ1AP3,Libre,Con Alma,62,143624,0.427,0.0272,1,-23.74,1,0.049,0.96,0.852,0.109,0.0911,68.903,Classical,
0udvqTPCimWmF6eXn93ZL6,The Simple Birth,Barbara Higbie,20,217333,0.601,0.167,9,-17.051,1,0.0318,0.922,0.0154,0.0677,0.327,132.282,Classical,
4ISISPibjAgTOhXHp8YiZ8,Études: No. 9,Philip Glass,32,152627,0.304,0.0849,F,-25.189,Minor,0.041,0.99,0.879,0.113,0.037,114.696,Classical,
0PkaVMW00sCAeiXd5mKIVb,Thousand Islands,Odd Shapes,28,203906,0.8,0.342,9,-18.103,1,0.0519,0.433,0.69,0.112,0.221,128.115,Classical,
6yAOLVyBn87IwqDhXDM4dT,"Nocturnes, Op. 48: No. 2 in F sharp minor. Andantino",Frédéric Chopin,34,466000,0.292,0.00858,C#,-28.124,Major,0.0406,0.994,0.932,0.086,0.0932,75.457,Classical,
5hANXjr7xAwURyPEkGZKfz,"Bach, JS : Well-Tempered Clavier Book 1 : Fugue No.20 in A minor BWV865",Daniel Barenboim,26,383427,0.371,0.0832,A,-24.154,Minor,0.0447,0.995,0.848,0.105,0.165,115.888,Classical,
6ArwuOHDKHxcA2RFFGjq8v,"Vocalise, Op. 34",Sergei Rachmaninoff,28,350853,0.121,0.226,E,-16.447,Minor,0.0375,0.92,0.857,0.257,0.0396,92.39,Classical,
1aGuzDplLHYTL5Mr5SxbPt,Stress Relief Music 2,Meditation Spa,31,114453,0.407,0.117,5,-19.264,1,0.0531,0.993,0.879,0.0804,0.465,136.015,Classical,
6kiUS9iifCJEucumjIIArI,Chanson de matin,Edward Elgar,44,174960,0.237,0.205,G,-17.381,Major,0.0459,0.937,0.948,0.638,0.0704,79.707,Classical,
1t055EdeL1r5DfORFy0UXX,Circle Of Life - Remastered,Elton John,57,293268,0.27,0.612,10,-6.101,1,0.0336,0.174,0.205,0.119,0.116,160.417,Classical,
2oGKwNyK6mMpSCH7gyvnFW,"Scheherezade, Op. 35: III. The Young Prince and the Young Princess",Nikolai Rimsky-Korsakov,29,659573,0.153,0.0891,G,-23.807,Major,0.0411,0.968,0.86,0.0737,0.0394,92.475,Classical,
0Q3LvjSoYrkpVaRYgh6xir,"Oboe Concerto in G Minor, Op. 9, No. 8: III. Allegro",Tomaso Albinoni,35,243467,0.569,0.268,G,-16.618,Minor,0.0365,0.917,0.943,0.124,0.742,108.653,Classical,
2sCGaX02h90zgVeUDQWv2o,We Don't Care,Type.Raw,11,128451,0.865,0.153,4,-8.594,0,0.167,0.00816,0.887,0.0893,0.918,85.953,Classical,
7910fW6IIUF2UZFGYglpuT,Host,Haken,41,405840,0.349,0.366,B,-9.259,Minor,0.0295,0.272,0.21,0.0892,0.0416,176.045,Classical,
1Bs1iBR5Wd8v1QCtS14VEo,"11 Bagatelles, Op. 119: No. 1 in G Minor",Ludwig van Beethoven,36,159907,0.385,0.0254,D#,-32.279,Major,0.0444,0.994,0.901,0.067,0.119,121.942,Classical,
6XqLGVVMtx8ZUK8jsZhAWR,Wine To The Plants,Green Bicycle,27,147000,0.73,0.223,6,-16.592,1,0.161,0.481,0.878,0.106,0.32,79.993,Classical,
5hw7bUv7NtrsepLROgIxLl,Cold Heart - PS1 Remix,Elton John;Dua Lipa;PS1,64,166674,0.655,0.877,10,-5.791,0,0.0526,0.00191,0.0,0.117,0.628,121.921,Classical,
25kvAprofruQWOaRjXnYc3,"9 Variations on a Minuet by J.P. Duport in D, K.573: 6. Variation V",Wolfgang Amadeus Mozart;Danielle Laval,3,80699,0.537,0.11,2,-25.941,1,0.0605,0.991,0.848,0.119,0.89,124.812,Classical,
6QuCKdMsTW8ppnUiFmxJLF,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,53,82773,0.185,0.129,G,-21.399,Minor,0.0388,0.97,0.922,0.0573,0.0389,79.338,Classical,
5J0irdcVVt45xkd9fubxLq,Mother Earth,David Maslanka,21,194387,0.349,0.384,D#,-17.968,Major,0.0604,0.953,0.883,0.326,0.219,97.391,Classical,
6ASTiz425JMiA6Ki8kklox,Sail On Soothsayer (In Memory of Aunt Susie 1932-2007),Buckethead,33,388947,0.578,0.43,E,-8.561,Minor,0.0276,0.196,0.892,0.158,0.0981,139.942,Classical,
3xQFcCnjsWMIVJo66jC0U2,De Luce Et Umbra,Jóhann Jóhannsson,41,148600,0.0906,0.17,E,-20.966,Minor,0.038,0.154,0.777,0.127,0.0394,165.99,Classical,
49vfAdM7Q5dBkxQQmiXexI,Dead Leaves and the Dirty Ground,Chris Thile,30,187413,0.609,0.613,D,-8.63,Major,0.0331,0.809,0.114,0.121,0.868,90.252,Classical,
2aIPs83hdaKX2vBIsceYcY,"Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",Edward Elgar,10,493747,0.0666,0.041,E,-26.064,Minor,0.0518,0.981,0.878,0.111,0.0397,67.073,Classical,
5nwiJM625BgLqdwPj7mE20,"The Rite of Spring, Part 1: III. Ritual of Abduction",Igor Stravinsky,23,75667,0.289,0.438,F,-18.634,Major,0.064,0.974,0.779,0.318,0.238,181.139,Classical,
6bcjo4kEC3bS46YbKjdywg,Particles - Island Songs VI,Ólafur Arnalds,59,238707,0.271,0.0633,G#,-16.407,Major,0.0345,0.963,0.000868,0.105,0.0537,172.304,Classical,
2d6V0bpjPazWmJRHZtiRAF,Shukalambharadharam,M. Balamuralikrishna,33,100911,0.36,0.334,3,-3.706,0,0.031,0.864,0.0,0.127,0.365,75.986,Classical,
2LuXJWJOadRnmdK0Be1Q9n,"Concerto for Violin, Strings and Continuo in E Major, RV 269 ""La primavera"": II. Largo",Antonio Vivaldi,36,200733,0.0919,0.0674,C#,-25.817,Minor,0.0473,0.986,0.236,0.0852,0.0527,76.883,Classical,
5AamvVTtA8V6GjwK5m26Mb,"Fantasia in D Minor for Piano, K. 397 (385g): Andante - Remastered",Wolfgang Amadeus Mozart,21,501213,0.484,0.0362,D,-25.388,Major,0.113,0.991,0.927,0.0956,0.202,84.267,Classical,
7hKhbt5jNE5raMgk3hTuQD,Stanley Ann,Chris Thile,25,307053,0.403,0.0735,D#,-18.042,Minor,0.0536,0.989,0.0161,0.102,0.145,82.011,Classical,
7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,Elton John;Kiki Dee,78,275440,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,Classical,
4vbpZcq2I1Q52hkKQRMUwc,Claro De Luna,Ludwig van Beethoven,54,230347,0.365,0.0668,C#,-24.832,Minor,0.0557,0.994,0.938,0.101,0.119,145.824,Classical,
3Mm13CNU92QA9OMzhyQZkm,Entering Twin Falls,Nicholas Gunn,50,250973,0.293,0.642,0,-12.68,1,0.0396,0.0721,0.941,0.133,0.363,112.23,Classical,
5IuGcm3OlPq4kiHO9wJg6H,"Serenade for String Orchestra, Op. 20: I. Allegro piacevole",Edward Elgar,9,198853,0.274,0.0347,E,-23.873,Minor,0.0474,0.966,0.557,0.0933,0.0999,87.667,Classical,
4HQhrSV6l2lxs7KZxOWCC1,Passaggio,Lavinia Meijer,40,255747,0.324,0.0333,B,-27.409,Minor,0.0436,0.993,0.93,0.099,0.163,97.125,Classical,
23fg7yRDGjaN033PiierPs,"Unaccompanied Cello Suite No. 2 in D Minor, BWV 1008: II. Allemande",Johann Sebastian Bach,40,207880,0.21,0.028,D,-27.12,Minor,0.075,0.973,0.903,0.113,0.391,75.048,Classical,
7owtpDXwnPaZuBMvsHZTxm,When I Fall In Love,Andrea Bocelli,35,281559,0.206,0.288,G#,-10.245,Major,0.0323,0.923,0.000158,0.135,0.154,68.645,Classical,
2NacT7zc2e5irqNTEqtslD,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"" - Arr. for Piano and Violin: 1. Allegro",Ludwig van Beethoven,41,596333,0.33,0.151,F,-18.188,Major,0.039,0.969,0.771,0.099,0.253,152.362,Classical,
7C2OUKlFfGq68qCwAhgjkI,Koyaanisqatsi,Philip Glass,36,207080,0.145,0.0308,D,-29.493,Minor,0.0441,0.822,0.954,0.118,0.0398,66.141,Classical,
1Nt4bZ2Mo3LasGs12l91gr,"Suite bergamasque, L.75: 3. Clair de lune",Claude Debussy,28,317613,0.389,0.00714,C#,-31.594,Major,0.0479,0.992,0.822,0.0757,0.0394,131.124,Classical,
00ejQVjvu8yQfA5TsQaEJ7,"Konzert Für 2 Klaviere Und Orchester Nr.10 In Es-Dur, KV 365: 3. Satz",Alfred Brendel,38,422400,0.397,0.139,D#,-20.817,Major,0.0393,0.992,0.887,0.0547,0.284,86.435,Classical,
4IZz7IzPHf5zJPC2ikGLbx,Echoes,Ensidya;Hip Dozer,39,99000,0.482,0.211,9,-17.615,0,0.0424,0.918,0.882,0.0812,0.2,80.012,Classical,
4sRDfVbIMu3mqaRxkJGCPj,"Violin Partita No. 3 in E Major, BWV 1006: II. Loure",Johann Sebastian Bach,18,237920,0.22,0.0143,C#,-24.289,Minor,0.0465,0.988,0.148,0.121,0.147,88.578,Classical,
4mdiWSfpnMKmR7aBo8nLmS,"Peer Gynt Suite No. 1, Op. 46: Morning Mood",London Philharmonic Orchestra,39,224680,0.178,0.113,E,-15.157,Major,0.0396,0.977,0.881,0.109,0.0348,132.031,Classical,
0hWsQxJ6HieTRa8XE0kyk3,One Man's Dream - Live,Yanni,39,215560,0.27,0.278,0,-17.283,0,0.0361,0.944,0.938,0.708,0.0516,117.218,Classical,
0pQxXu7Avlg17SiOXHwvK2,Mood,Jay Groovi,9,130481,0.597,0.491,2,-8.712,1,0.0438,0.899,0.919,0.103,0.398,83.003,Classical,
3N7GpFlh7BkEftNaEmJjnU,"Sonata In D Minor, K.9",Domenico Scarlatti,50,254000,0.389,0.0174,D,-32.313,Minor,0.0393,0.994,0.892,0.0669,0.327,93.243,Classical,
0Nic7h3Y4l2yd6N3eS215O,"Bruch: Scottish Fantasy, Op. 46: II. Adagio cantabile",Max Bruch,33,307480,0.179,0.179,D#,-19.439,Major,0.0385,0.95,0.263,0.109,0.147,105.881,Classical,
6Z6cxUjhD1iynBdHzMhykl,"Rimsky Korsakov: Scheherazade, Op. 35: II. The Story of the Kalender Prince (Opening)",Nikolai Rimsky-Korsakov,38,233067,0.176,0.0317,B,-24.978,Minor,0.0448,0.974,0.718,0.353,0.0387,145.834,Classical,
1zyNkrQFVLwjl1Jg4MZHuK,Saturation,Luc Delvaux,38,112875,0.559,0.406,2,-6.876,0,0.0333,0.175,0.851,0.11,0.887,159.985,Classical,
6QtqpBaA6VvjdoSA3HBpUH,"Concerto for Lute and 2 Violins in D Major, RV 93: III. Allegro",Antonio Vivaldi,29,124000,0.442,0.233,C#,-17.484,Major,0.0467,0.966,0.881,0.112,0.662,144.805,Classical,
057xEJDuZr9ILFOrOnEoCC,Carol Eliseus,Huw Watkins,35,139936,0.162,0.0826,C,-29.088,Minor,0.0395,0.989,0.172,0.103,0.0737,95.851,Classical,
773YRWgu38if25XiHHabJK,Close is best,Sail & Weep,46,135374,0.814,0.213,5,-9.424,0,0.0477,0.802,0.379,0.126,0.174,79.964,Classical,
2YVY683i33BIEGMXoJJHWC,Velvet Rain,Dan Gibson's Solitudes,26,887836,0.172,0.0726,4,-26.204,1,0.0415,0.901,0.432,0.886,0.0381,116.622,Classical,
5zNFTtuzuYNsGSfF3s1x7f,Universal Mind,Liquid Tension Experiment,40,473133,0.227,0.912,C,-4.877,Major,0.0518,0.00151,0.854,0.0978,0.512,153.2,Classical,
2s22y5MhEK8Vr8yQ8o3o3J,"Waldszenen, Op.82: 3. Einsame Blumen",Robert Schumann,36,160880,0.43,0.00527,A#,-39.086,Major,0.0582,0.996,0.937,0.089,0.462,68.28,Classical,
4VVU7vZh4GAq6Hcc1zxqJy,The Typewriter,Leroy Anderson,34,101813,0.439,0.0817,G,-33.351,Major,0.0367,0.642,0.375,0.0775,0.84,157.886,Classical,
2OCStyAcmUsjAy3M5krREU,"3 Movements from Petrushka: No. 3, The Shrovetide Fair",Igor Stravinsky,29,541839,0.41,0.315,C,-14.439,Major,0.0327,0.988,0.913,0.166,0.213,119.475,Classical,
01FudwD0m7W9rQnpyG0k91,"Waltzes, Op. 64: Waltz No. 6 in D-Flat Major, Op. 64, No. 1, ""Minute""",Frédéric Chopin,27,109547,0.242,0.0601,C#,-28.192,Major,0.0437,0.994,0.952,0.245,0.286,81.049,Classical,
79YrtZRuMKuLaL1kcCrflc,The Color of Moonlight,Kronos Quartet,28,263680,0.191,0.0506,D,-17.751,Minor,0.0428,0.977,0.00379,0.0897,0.0446,102.034,Classical,
3STYntspHbnCB1KQHEgNAl,The Houses Of Healing - feat. Liv Tyler,Howard Shore,46,178427,0.144,0.0307,G,-30.109,Major,0.0372,0.949,0.82,0.0898,0.0358,93.727,Classical,
3JBxa7RgpzPuY2Tsp8OH9F,Banba Oir - Remastered,Clannad,22,206746,0.458,0.623,10,-13.421,0,0.0295,0.596,0.111,0.115,0.615,160.308,Classical,
4UZxMSuKvhtIA71oo39S9v,Guitar Concerto: 2nd movement,Dale Kavanagh,33,479000,0.386,0.131,E,-23.227,Minor,0.0526,0.957,0.838,0.104,0.146,110.405,Classical,
1EoC287STxjC9HNNtRj1kv,"Peer Gynt-Suite Nr. 1, Op. 46: I. Morgenstemning (Morning Mood)",Edvard Grieg,39,235533,0.0717,0.0169,E,-24.581,Major,0.0437,0.986,0.856,0.113,0.035,73.658,Classical,
0DcsIiTE6l7PqI4DVA1oCe,A New Generation,Philip Glass,43,251587,0.115,0.0599,G,-21.557,Minor,0.0394,0.856,0.932,0.114,0.0358,184.266,Classical,
2EM3z870MwvKASPO23MeUB,Waltz Of The Flowers From The Nutcracker,Pyotr Ilyich Tchaikovsky,45,424307,0.284,0.128,D,-17.745,Major,0.0347,0.967,0.832,0.0535,0.114,96.321,Classical,
3NVAAlV9k2AGiO1rdJBRZR,"Symphony No. 2, Op. 30, ""Romantic"": II. Andante con tenerezza",Howard Hanson,25,441773,0.125,0.0578,D,-25.359,Minor,0.0395,0.975,0.926,0.0772,0.0323,66.231,Classical,
6tw6f2SpScnkWeFMzc9Ykd,The Feels,Beat Oven,32,102250,0.587,0.407,11,-12.168,0,0.033,0.699,0.895,0.107,0.513,79.974,Classical,
1AXoC5caPAsbkF5hJlwCbL,Thank You Come Again,Jobii,28,162821,0.569,0.537,0,-12.525,1,0.38,0.975,0.894,0.194,0.156,140.024,Classical,
3X7IIXtTNsqYST7QPm1lM2,Thunderstorm with Rolling Thunder for Meditation,Nature Sounds Nature Music,39,796028,0.0832,0.918,5,-27.992,1,0.0662,0.262,0.971,0.854,1e-05,79.572,Classical,
6SQsVv2gJLP64Wvua1ohM8,Calming Pacific Ocean Roar to Induce Healing Delta Sleep Waves (Nursery Rhymes Lullabies Effect),White Noise Baby Sleep,66,590177,0.0844,0.199,1,-17.511,1,0.445,0.729,0.995,0.231,1e-05,87.404,Classical,
3mGGrT3NVzpa2M9gnocR45,Into The Fire,Thirteen Senses,58,218773,0.388,0.638,3,-6.807,0,0.0279,0.0449,0.00555,0.114,0.142,174.071,Classical,
4JOEMgLkrHp8K1XNmyNffH,Une Barque Sur L'océan,André Laplante,47,428153,0.17,0.0479,D,-27.021,Major,0.0438,0.981,0.906,0.0795,0.0304,75.664,Classical,
73yXOxZAK9FymtlXDfLVnR,Late Night Jam,Wasted Glitter,43,147000,0.739,0.71,11,-7.269,0,0.0903,0.917,0.783,0.231,0.614,79.982,Classical,
1VcYtdrXnUC5iqmYPPkoGP,The Crack Of Doom,Howard Shore,37,241720,0.0705,0.185,F,-17.106,Major,0.04,0.849,0.567,0.109,0.0342,77.539,Classical,
6i8MNsXKdHTsF9ETdrFez1,"Don Giovanni, K. 527 (Excerpts Sung in German): O zeige dich am Fenster",Wolfgang Amadeus Mozart,29,132427,0.289,0.0602,D,-25.086,Major,0.0669,0.994,5.32e-05,0.177,0.373,78.236,Classical,
5k4CkBwvnK64XeEBCCOjxe,Return To Innocence - Radio Edit,Enigma,43,251426,0.38,0.699,10,-7.574,1,0.0408,0.0795,0.0,0.288,0.425,87.989,Classical,
7wlb5ql7qloOg9OjEN9PXg,Carnival of the Animals: XIII. The Swan,Camille Saint-Saëns,25,178360,0.142,0.00624,G,-37.468,Major,0.0446,0.983,0.407,0.0653,0.0366,101.876,Classical,
