genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Anime,pinocchioP,SLoWMoTIoN,5moGDgg9undWOE9Uyz0kAO,34,0.00275,0.544,313000,0.967,0.0,D,0.0936,-4.989,Major,0.116,159.999,4/4,0.59
Anime,Kevin Penkin,Luminosa,19ufRYYt25BKCbFv1hIprd,22,0.617,0.328,170987,0.0777,0.231,D,0.0985,-21.999,Minor,0.0369,80.437,4/4,0.0392
Anime,Ryuichi Sakamoto,Haru,1UYQz9iqSCdLNc9UVkJo0o,30,0.982,0.144,279560,0.079,0.898,A#,0.402,-22.993,Minor,0.0363,65.63,4/4,0.245
Anime,SILENT SIREN,恋のエスパー,5eeIMlpmBKo7bOvU118yA5,33,0.0017,0.538,230653,0.944,0.00983,C,0.0774,-2.49,Major,0.069,200.057,4/4,0.796
Anime,Capcom Sound Team,FLASHMAN STAGE,0q7WoAuExuuPftDuxDJ5iK,24,0.269,0.575,89920,0.573,0.907,E,0.119,-9.021,Minor,0.0507,150.257,4/4,0.719
Anime,Linked Horizon,Nikagetsugo no Kimi e,7IMuezAZparajKkgkCMalN,34,0.313,0.402,327040,0.961,0.0,G,0.339,-5.813,Major,0.115,164.051,4/4,0.233
Anime,Motohiro Hata,水彩の月,1HH9TCOWJ7lDrDhC7wTerb,12,0.8,0.529,323853,0.363,6.42e-06,F,0.115,-8.105,Minor,0.0243,76.964,4/4,0.274
Anime,Shake Me Stun Gun,Tokyo Summer Session,6p4yBvNCw6ird1zhfmSDWu,11,0.128,0.637,226893,0.94,2.62e-06,B,0.18,-4.378,Major,0.0584,159.985,4/4,0.884
Anime,Austin Wintory,Apotheosis,5siZAu2vXYYK1kwD8HMBCq,42,0.864,0.159,430151,0.277,0.933,B,0.0691,-14.88,Minor,0.039,107.093,4/4,0.0345
Anime,Every Little Thing,Grip!,79tql7EuSyrQADTCnbMibQ,33,0.0101,0.527,289367,0.959,0.0,C,0.34,-2.009,Major,0.0421,119.678,4/4,0.51
Anime,Mili,Gertrauda,5LNUhCJB4MUojxvVikNCut,27,0.927,0.529,125853,0.245,2.58e-05,F#,0.132,-13.502,Minor,0.0507,116.009,3/4,0.509
Anime,Shigeru Umebayashi,This is Our Story - Your Mother is My Teacher,497P2emNUIfKNE7guBumuo,13,0.96,0.0807,227267,0.0207,0.837,F,0.0764,-29.959,Minor,0.0476,82.539,4/4,0.0389
Anime,Bruce Faulconer,Bobidi Casts Spell,6JDsEzrcsIVCcUkX6PbbU8,17,0.168,0.106,155387,0.398,0.905,A,0.169,-10.455,Minor,0.0316,178.783,3/4,0.305
Anime,Joe Hisaishi,海の見える街,2NqWzpSpr26LnDVhHNwgYn,29,0.978,0.504,241551,0.232,0.953,G,0.104,-15.818,Major,0.0463,104.781,4/4,0.322
Anime,Bruce Faulconer,SSJ Transformation,1KyItpkr9gm4WCc3kM9Lkj,34,0.0161,0.391,135427,0.56,0.887,C,0.0918,-6.868,Minor,0.0304,120.463,4/4,0.321
Anime,LiSA,Halo-Halo,4zpO89ZtKjjD8BML1sZjCc,15,0.0744,0.635,254147,0.997,0.181,A#,0.615,-1.556,Minor,0.0962,115.72,4/4,0.295
Anime,Nobuo Uematsu,"Terra's Theme (From ""Final Fantasy VI"") - Cello and Piano",0irqJzLMngM1lrHJisHj3O,15,0.992,0.19,226033,0.171,0.8,G,0.0831,-15.776,Minor,0.0375,76.787,4/4,0.0932
Anime,MICHI,Solanetarium,5mkb8dxoQb3dijj5GwuYtj,14,0.119,0.445,271360,0.907,0.0,E,0.0992,-5.422,Minor,0.159,177.876,4/4,0.321
Anime,Cö Shu Nie,Asphyxia,49u6NxoLP5S6kfTYLmUfkQ,59,0.0348,0.253,174780,0.932,0.0,F,0.319,-3.346,Major,0.201,112.409,4/4,0.334
Anime,Kano,さよなら、アダムとイヴ,6gHqh4B6SAWi4PRuKd0rEu,19,0.595,0.474,261187,0.793,0.0,F#,0.234,-3.769,Major,0.033,176.981,4/4,0.391
Anime,MAN WITH A MISSION,Database,2bLASFaUQYTFbmD9etuOQv,48,7.38e-05,0.461,238013,0.969,0.0,D,0.362,-3.269,Major,0.0861,177.012,4/4,0.807
Anime,ASIAN KUNG-FU GENERATION,Goodbye Soldier,4lT4UFv3gqy4YfsEl92Llm,22,0.000505,0.487,263480,0.808,0.0207,F#,0.366,-5.328,Minor,0.0389,135.039,4/4,0.488
Anime,Ryuichi Sakamoto,ZURE,3s0TavH4FKVVWbipYyjSsm,23,0.814,0.321,311717,0.239,0.0408,A,0.141,-24.434,Minor,0.119,168.732,4/4,0.0829
Anime,Capcom Sound Team,STAFF ROLL,4IqBQb19dX4HcPWZZreYhS,14,0.529,0.702,111187,0.644,0.891,F,0.184,-7.951,Major,0.0661,90.047,4/4,0.841
Anime,Suara,キミガタメ,48mQ5UYFki9q52jHDJoVte,19,0.239,0.502,423013,0.57,5.21e-05,E,0.125,-7.266,Minor,0.0258,79.984,4/4,0.259
Anime,Ling tosite sigure,A Symmetry,1wzLy6RNZpgIaCTTegMSwD,19,3.59e-05,0.375,291320,0.895,0.441,F#,0.134,-3.804,Minor,0.0623,129.98,4/4,0.225
Anime,Capcom Sound Team,VS Lumine〜The second form,23qGahTi9wcCfIngkNN1Bp,13,0.000104,0.274,166853,0.842,0.943,G#,0.162,-6.71,Major,0.0503,150.125,4/4,0.149
Anime,LiSA,Tsuyogari Fanfare,0m1enJeMckm07EP3XSWudD,13,0.00384,0.522,302440,0.982,0.000499,G#,0.333,-1.782,Major,0.0676,135.975,4/4,0.646
Anime,Kevin Penkin,Sentiment,44KZfvEjntRzwOo76HmpEO,23,0.98,0.413,185333,0.143,0.733,C,0.105,-16.595,Major,0.038,78.442,4/4,0.272
Anime,"Fear, and Loathing in Las Vegas",The Sun Also Rises,411x8YsIRSjSHisxwqGuO6,27,0.00729,0.48,239133,0.994,4.35e-05,F,0.276,-1.069,Major,0.165,137.997,4/4,0.224
Anime,BURNOUT SYNDROMES,Kiminotamenomusic,5uzIN852QuYC6iSr4JJYb6,18,0.197,0.566,242693,0.848,0.0,G,0.0876,-4.705,Major,0.0283,105.019,4/4,0.694
Anime,Yuki Hayashi,Full Gauntlet -30%-,7BunmKgeWhW05XFmRf5usp,23,4.62e-05,0.367,127653,0.9,0.811,G,0.134,-7.696,Minor,0.0395,170.05,4/4,0.48
Anime,Kenshi Yonezu,トイパトリオット,3zOaaimVK0UqFTBOrvmqXQ,25,0.0139,0.571,253627,0.915,8.19e-06,F,0.0908,-4.032,Minor,0.0635,135.006,4/4,0.832
Anime,Yuki Hayashi,常にトップを狙う者,1zFNgJH1IxNctm9z4GOav7,20,0.103,0.406,108893,0.359,0.817,B,0.113,-13.14,Minor,0.0334,120.171,3/4,0.0368
Anime,LiSA,Sailor Spark Operation!,1Ei3RhfwR6WbZoejW8tHVM,25,0.0138,0.476,238107,0.988,0.0,F,0.346,-1.977,Major,0.136,164.937,4/4,0.654
Anime,Masakatsu Takagi,Oyoste Aina,04g3KHv3tuxR2632NMi3sh,24,0.982,0.552,182413,0.16,0.963,C,0.0927,-20.914,Major,0.0362,88.176,4/4,0.377
Anime,BRADIO,Get Money,7s9wGbJYCXv7sOcFEPLr7U,23,0.0713,0.547,230736,0.856,0.0,C#,0.278,-2.948,Minor,0.0698,158.067,4/4,0.861
Anime,MAN WITH A MISSION,Ano Kanewo Narasunowa Anata,0hGN1342rK486kZff9Kmfq,26,0.00832,0.451,293162,0.736,2.21e-05,A,0.0452,-6.931,Minor,0.0375,107.028,4/4,0.128
Anime,Nobuo Uematsu,Answers,1aXqHzRaSr9obayyq6Xg6b,33,0.443,0.395,428897,0.38,5.04e-06,D,0.301,-9.914,Minor,0.0286,79.971,4/4,0.12
Anime,Monkey Majik,留学生,6Fv9M9nUKvuMD7roafIm8j,45,0.148,0.65,214773,0.878,0.0,A,0.0499,-4.768,Minor,0.0451,120.001,4/4,0.781
Anime,Kano,クライヤ,1gcHOdeO73hiva3EbYI2oq,25,0.953,0.568,254795,0.297,0.000656,F,0.0984,-10.437,Major,0.0436,179.753,4/4,0.408
Anime,Every Little Thing,愛の謳,6t1Yri7TxpsUQqMwFC33Dc,19,0.423,0.291,293039,0.493,7.84e-06,B,0.218,-5.847,Major,0.0287,149.72,4/4,0.169
Anime,Kenji Kanemasu,君をのせて(「天空の城ラピュタ」より),6MxjsieVlywncXZwXNNkxX,24,0.989,0.396,198893,0.184,0.838,F,0.109,-21.455,Minor,0.0375,77.23,4/4,0.343
Anime,Ryuichi Sakamoto,DNA,6PMtysJL9dEV95jzvOG92t,21,0.994,0.436,387053,0.000943,0.943,D#,0.132,-23.195,Major,0.0749,134.656,3/4,0.124
Anime,SILENT SIREN,フジヤマディスコ,5VBjgiTYtgcSwLa2osNX3P,42,0.0541,0.667,279600,0.952,0.00169,C#,0.132,-2.673,Minor,0.0803,138.057,4/4,0.89
Anime,SPYAIR,B-the One,6nRHkNlhNaWBBhmealYl6e,28,0.00951,0.568,238990,0.96,0.0,G,0.495,-3.016,Minor,0.212,121.932,4/4,0.403
Anime,ASIAN KUNG-FU GENERATION,Rainbow Flag,68OIlRXyUUEGrbB6Zg7eRo,25,0.000971,0.385,220347,0.641,2.77e-06,D,0.1,-5.62,Major,0.0337,130.875,3/4,0.63
Anime,ASIAN KUNG-FU GENERATION,Yellow,6ysTYuywsBb2ehgEP55OZn,20,0.000163,0.507,177893,0.864,0.0,F,0.104,-5.111,Minor,0.0298,92.537,4/4,0.422
Anime,Yuki Hayashi,分析,1fTahHDh8aoW6cS1YdcuZr,21,0.515,0.446,75453,0.565,0.739,B,0.157,-14.264,Minor,0.0724,179.841,4/4,0.128
Anime,Sheena Ringo,カーネーション,3yPIDsWI9DTpZY67dAmFMr,36,0.705,0.283,180013,0.336,2.57e-06,D,0.0853,-7.864,Major,0.0309,130.778,4/4,0.25
Anime,Falcom Sound Team jdk,Mystic Core -Sen Ver.-,10yk2xyrBkoGVwuc8RMpE3,13,3.82e-05,0.424,144320,0.952,0.193,B,0.112,-8.345,Minor,0.0386,149.028,4/4,0.62
Anime,UVERworld,Eyewall,7AjbSEJcTHkRut6XyP4Kjz,21,0.000733,0.531,98627,0.9,0.499,G,0.419,-6.938,Major,0.057,135.196,4/4,0.239
Anime,NONA REEVES,未来,0HnIcL2ISA06EekLcqBDn4,15,0.00836,0.676,215013,0.745,0.00139,B,0.0871,-7.222,Major,0.0313,120.956,4/4,0.907
Anime,IKASAN,Dokusenyoku,2udcbaEX9UlevIvn25ZFpa,14,0.089,0.705,264500,0.79,0.0,B,0.0616,-3.445,Major,0.203,117.003,4/4,0.718
Anime,Mili,Meatball Submarine,6IVLFAoBNYh8DKHASzXdoy,28,0.0257,0.43,191615,0.77,0.00029,F#,0.0785,-5.869,Major,0.0456,167.955,4/4,0.357
Anime,pinocchioP,What's Inside,64UtuYi5nGSmGSk63PT4EL,31,0.28,0.745,207000,0.907,0.0,C,0.363,-5.519,Major,0.0591,124.994,4/4,0.908
Anime,Project Destati,Daybreak Town,60cM6FBhxUWXJn2NspkJaL,28,0.936,0.205,348507,0.346,0.829,G,0.0876,-9.41,Major,0.0383,81.286,4/4,0.322
Anime,Superfly,恋する瞳は美しい,6aYNnH9zuVUtFVSK2RpuVP,19,0.00274,0.609,280813,0.711,2.56e-06,C#,0.106,-3.177,Major,0.038,122.98,4/4,0.932
Anime,FLOW,Flow Anime Best Kiwamiix by DJ KAZU,4QtZspnPny1sXQbIrgxL7c,27,0.000797,0.21,487267,0.957,0.0,G,0.353,-4.502,Major,0.165,173.324,4/4,0.469
Anime,Hiroyuki Sawano,MARKS,4jDbauLCKSQAA9EdpfAkGR,27,0.0933,0.608,244840,0.824,0.755,D,0.11,-11.009,Major,0.124,136.952,3/4,0.121
Anime,fhána,Outside of Melancholy,35fuTwmjhXezzKPhNLGqvL,14,0.014,0.484,288000,0.937,0.0,F#,0.0804,-4.169,Major,0.12,117.947,4/4,0.417
Anime,Shiro Sagisu,Rei-Opus IV,3BlB9WeZ3lb8jwKXbj9hBj,25,0.976,0.339,143787,0.0325,0.934,A,0.102,-26.426,Minor,0.0479,65.891,4/4,0.0557
Anime,Nobuo Uematsu,Thy Warmth,7szx75422G4ipdFVlS8UiU,25,0.898,0.0819,34507,0.157,0.83,E,0.215,-14.575,Minor,0.0405,170.436,4/4,0.0312
Anime,Nightmare,Morpho,0oZ2PtlkvtACHTdNtlO1OS,16,0.104,0.548,351893,0.91,8.51e-06,D#,0.0471,-5.525,Major,0.0564,145.055,4/4,0.693
Anime,Bruce Faulconer,Garlic Jr. Theme,5iws3l9cEdILzhBQqmzQdK,14,0.0199,0.155,116520,0.237,0.853,C,0.397,-15.023,Major,0.0418,152.096,4/4,0.0394
Anime,Ling tosite sigure,Who What Who What,55mls7VrYKMmsettT2x5Xg,30,0.000135,0.419,222000,0.966,1.16e-06,C,0.342,-2.056,Minor,0.101,150.064,4/4,0.362
Anime,Kenji Kanemasu,ワルツ「Katzen Blut」(猫の恩返しより),0yVR7hR77UFA1XarWydqTo,25,0.993,0.492,142200,0.0483,0.902,A#,0.107,-25.036,Major,0.0451,67.621,3/4,0.0798
Anime,Momoiro Clover Z,BLAST!,24oec0JaLfO7J8fg6dgWe0,15,0.0432,0.568,333680,0.907,0.00172,F,0.0835,-3.117,Major,0.071,154.964,4/4,0.668
Anime,Vickeblanka,今ここで逢えたら,41CJRxFYadXJgUxsjTkCIn,37,0.125,0.494,264200,0.553,1.58e-05,G,0.0628,-7.423,Major,0.0327,159.895,4/4,0.592
Anime,FLOW,Calling,6ZyPF2VMHBEyuSWvgrVSA8,33,0.000503,0.461,214773,0.971,2.26e-06,G,0.252,-3.889,Major,0.0696,173.921,4/4,0.542
Anime,TK from Ling tosite sigure,Moving on,086FMmLngvmDxYFD0cxf5t,30,0.00351,0.366,276733,0.904,0.000672,F,0.155,-3.838,Major,0.122,80.64,4/4,0.285
Anime,WEAVER,Saigo No Yoru To Ryuusei,6CPAwimmEyjnZODZzrxbcH,21,0.00727,0.405,233796,0.923,0.0,C,0.332,-4.113,Major,0.0536,177.8,4/4,0.601
Anime,Ryuichi Sakamoto,Rain,5I5mTVbYfzg39b0PgVRrTo,33,0.947,0.554,218440,0.241,0.306,B,0.108,-13.894,Major,0.0322,127.509,4/4,0.416
Anime,Jin,Headphone Actor,56VTCRO6gYrpICBibMKr7R,39,0.0216,0.66,222699,0.984,0.000121,F,0.15,-1.538,Minor,0.0702,101.366,4/4,0.876
Anime,Mio Yamazaki,Noise,1jb4DWl5pT1EkahtXlVent,20,0.0415,0.548,174147,0.919,0.0,D,0.345,-2.671,Major,0.0436,112.521,3/4,0.459
Anime,Shiro Sagisu,Under a Burning Sky (11174_battle),0Jyz4ktMlPoN3RF2ARTSHy,13,0.213,0.259,99675,0.642,0.893,D,0.416,-9.052,Major,0.041,81.353,4/4,0.208
Anime,Capcom Sound Team,Shall Never Surrender (スタッフロール),28V8E51oYwpyocyUsqr63y,42,0.0017,0.44,298107,0.783,0.0401,D,0.528,-6.06,Minor,0.0483,149.971,4/4,0.21
Anime,Aun J-Classic Orchestra,Blue Rose,7pQoyHIOYl3NYbWOxoPpt1,14,0.466,0.659,244227,0.635,0.786,B,0.0643,-5.199,Minor,0.0263,109.967,4/4,0.677
Anime,Vickeblanka,Winter Beat,2RW1HOGoXSEMGUfqhCfinE,40,0.0116,0.558,251973,0.828,0.0,G#,0.0664,-4.576,Major,0.0353,130.107,4/4,0.609
Anime,Yoshida Brothers,Yasaburou Bushi,5u9vRzZ5F2eqZH14vAGr7r,15,0.88,0.731,234933,0.191,0.403,F,0.0681,-13.856,Major,0.0966,75.509,4/4,0.42
Anime,WEAVER,S.O.S.,32eZrTrMXEe1gGGA8TXYZQ,31,0.00174,0.686,245373,0.747,1.73e-06,C,0.0898,-5.776,Major,0.039,117.031,4/4,0.676
Anime,ELISA,Real Force,2hY0q6VTPnJmgvn72ZmCuU,18,0.0502,0.325,253133,0.949,0.00179,C,0.35,-3.094,Minor,0.391,167.874,4/4,0.282
Anime,Capcom Sound Team,THE THEME OF SPADA - DEVIL SUNDAY(スパーダのテーマ),3S8oZXtl38htTQ9vE8uZl3,11,0.619,0.258,42333,0.385,0.423,G,0.397,-12.943,Minor,0.0356,64.646,4/4,0.187
Anime,EXILE,Heads or Tails,3U3JqRIkZXrx5ZDM0iXBkU,42,0.043,0.587,260520,0.907,7.1e-06,G,0.0664,-4.197,Minor,0.0504,110.013,4/4,0.507
Anime,Nobuo Uematsu,"""FFXI Opening Theme""",0niJom4d7zqQctQAtuUl0k,16,0.783,0.134,406693,0.238,0.881,A,0.101,-13.272,Major,0.0378,52.191,4/4,0.0394
Anime,HitoshizukuP,Karakuri 卍 Burst,3jFn36ZrZn5I6A6Au9cZwy,11,0.0023,0.412,269919,0.79,0.000105,E,0.251,-6.413,Minor,0.0455,178.11,4/4,0.554
Anime,Hikaru Utada,Eclipse -Interlude-,4G2MXZMab7bNIAjlkXQuzt,22,0.0223,0.574,92053,0.845,0.932,C#,0.126,-7.297,Major,0.036,107.867,4/4,0.459
Anime,Yuki Hayashi,覚悟,7xc3xsBAwKSND6gLU9dlZJ,15,0.238,0.201,118067,0.3,0.889,C,0.119,-13.04,Minor,0.0409,78.012,1/4,0.0353
Anime,KANA-BOON,Stand by Me,1OteCx9E263hRvDmU6teZm,20,0.000524,0.43,229747,0.941,6.49e-05,D,0.127,-2.204,Major,0.0571,97.516,4/4,0.372
Anime,BACK-ON,Silent Trigger,3mzHfgEpZtE4n1sm3YE7af,24,0.00284,0.539,210600,0.9,0.0,F#,0.255,-2.958,Major,0.0427,99.94,4/4,0.77
Anime,Shigeru Umebayashi,The Peonyhouse,0EEU5QC6A20zd7DFAIUVVr,18,0.0153,0.427,82373,0.653,0.141,C,0.0685,-10.692,Major,0.0367,101.159,4/4,0.354
Anime,Kenshi Yonezu,Fogbound,0muMmFeWZnYzPyvld49ITg,35,0.0251,0.742,255200,0.599,0.0013,C#,0.107,-7.957,Major,0.0302,119.969,4/4,0.281
Anime,Nobuo Uematsu,Inseparable Hearts,2jIp18W8TF4G8VTvjaYxhd,20,0.599,0.219,81867,0.241,0.917,A#,0.206,-10.115,Major,0.0335,107.824,4/4,0.163
Anime,Kalafina,Utsukushisa - Live,4iS0ijEz9LPQIU0ri6o9H5,14,0.483,0.391,277467,0.477,1.4e-05,A#,0.836,-9.688,Major,0.0524,129.828,4/4,0.14
Anime,BUMP OF CHICKEN,ダイヤモンド,33o7jjMP811sb4UGSMfSjW,39,0.00909,0.528,273173,0.891,1.04e-06,F#,0.348,-3.514,Major,0.0358,130.03,4/4,0.521
Anime,μ's,ユメノトビラ,6lObXB9bmMSTG6mZ80zZrw,27,0.0171,0.446,290480,0.878,0.0,D#,0.0937,-4.381,Major,0.1,160.02,4/4,0.391
Anime,L'Arc-en-Ciel,Poem - Jojoushi,4UVRQ7xOousUODc5aINDu2,32,0.00337,0.485,310133,0.905,0.000649,E,0.337,-4.766,Major,0.0457,95.002,4/4,0.632
Anime,Nobuo Uematsu,Aria di Mezzo Carattere,4c28kygVhhpacEHorsU04R,23,0.951,0.23,237573,0.263,0.919,D,0.0682,-11.62,Major,0.0354,140.037,4/4,0.0631
Anime,Ho - Kago Tea Time,"Watashi No Koi Wa Hotchkiss - Ep. 23 ""Ho-Kago!"" Mix",7fdpODuvpQx7HFflEx2iL2,26,0.429,0.703,340227,0.492,0.0,F,0.489,-7.186,Major,0.2,130.151,4/4,0.337
Anime,Yuki Hayashi,アオハライド,4OnQMj9zkgtFBVvHgp7brv,15,0.979,0.296,119293,0.109,0.445,F,0.089,-12.301,Major,0.0442,180.165,3/4,0.0413
Anime,Kensuke Ushio,frc,0mN8EBMn2mRILThqs9e17L,28,0.695,0.674,90533,0.177,0.543,G,0.0984,-15.961,Major,0.0765,119.938,3/4,0.0274
Anime,BACK-ON,INFINITY,4Uo3W6y7Nobn2izDmuw2bq,33,0.00654,0.437,201600,0.987,0.0,F#,0.0975,-2.304,Major,0.132,174.945,4/4,0.695
Anime,Sukima Switch,糸,7wr2ezCl5xQ1fXdZcEd7jZ,32,0.442,0.666,258093,0.333,2.24e-05,A,0.0791,-10.889,Major,0.0268,71.994,4/4,0.414
Anime,Falcom Sound Team jdk,Mourning Refrain,3VSqMpimXzxfIvm27vUW0i,17,0.0017,0.376,315000,0.98,0.00335,E,0.654,-3.417,Minor,0.145,175.962,4/4,0.523
Anime,Wonderful★opportunity!,リモコン-V4X ver.-,5wfgqHHyAVRv7q5Y6dkNrt,14,0.0947,0.606,315636,0.867,0.0,C#,0.0794,-4.779,Minor,0.121,164.984,4/4,0.845
Anime,flumpool,Binetsu Refrain,1CUFVapas0jhiLYlq6IUvE,13,0.00278,0.518,287813,0.84,0.0,B,0.137,-5.461,Minor,0.0453,126.978,4/4,0.498
Anime,Do As Infinity,Iron Hornet,23klfHYi5lxplmEWWZ8OL5,18,0.0164,0.626,236880,0.83,0.0,G,0.133,-4.214,Major,0.0496,104.964,4/4,0.581
Anime,PolyphonicBranch,Peter Pan Syndrome (Remix),5vqFmPlAxz9cBwtcqgyoem,12,0.000668,0.512,222000,0.879,0.000172,C,0.0772,-11.266,Major,0.107,134.036,4/4,0.378
Anime,Project Destati,Bounce-O-Rama,3kOw3CHunl10i8OcnZHMmG,23,0.972,0.292,237080,0.2,0.775,F#,0.0964,-13.116,Major,0.0443,79.889,4/4,0.205
Anime,TK from Ling tosite sigure,Ear + F,548HDbH2Q5ehIENv1hKeBK,26,0.113,0.466,279667,0.934,0.0,B,0.28,-1.171,Major,0.142,140.03,4/4,0.358
Anime,LiSA,Loser: Kiboutomirainimuennocatharsis,2tN7v3ZUABNdoE5AEmhdiT,28,0.0025,0.447,213653,0.993,0.00361,F,0.331,-2.51,Minor,0.11,109.977,4/4,0.322
Anime,Kyoto Harp Ensemble,時には昔の話を(紅の豚)harp version,4Mg0v8zU9n9vpPpNONhgn9,17,0.992,0.663,248069,0.195,0.898,F,0.136,-16.672,Major,0.0526,139.909,4/4,0.22
Anime,BUMP OF CHICKEN,くだらない唄,4s8ePq8QBNdtFijkWpNy1b,38,0.0235,0.503,243067,0.83,0.0,F#,0.0926,-3.453,Major,0.0293,125.401,4/4,0.489
Anime,ASIAN KUNG-FU GENERATION,Yoru No Mukou - 2016 Rerecorded,6gPTliuyScKw7HXySUoMNy,20,0.000142,0.501,193853,0.91,0.00104,D,0.0826,-4.399,Major,0.0449,114.996,4/4,0.593
Anime,SILENT SIREN,merry-go-round,3PVgMu5fXyv9qoFEWRfwuS,36,0.0792,0.614,211320,0.983,0.000433,G,0.411,-0.984,Major,0.0588,108.042,4/4,0.934
Anime,mimimemeMIMI,Senko Hanabi,40yGhxZS379Nodqks2Aq9o,11,0.0191,0.596,261907,0.898,0.0,A,0.223,-4.809,Major,0.0364,145.049,4/4,0.744
Anime,Yuki Hayashi,閉会式的次回予告,6xmABF25pHbAlRuSJejdxo,15,0.512,0.558,107427,0.479,0.000278,C,0.0518,-9.298,Major,0.026,99.937,4/4,0.586
Anime,164,Sleeping Beauty,0aBwRM3sW0Y08uRVBNPwBY,13,0.0231,0.494,236683,0.755,8.23e-05,D#,0.0881,-4.874,Major,0.0324,82.225,3/4,0.225
Anime,TK from Ling tosite sigure,Like There Is Tomorrow,4ArZ3GSq5MkYNkilg0X3Lg,23,0.633,0.519,325893,0.426,2.54e-05,C,0.111,-5.09,Major,0.0346,141.631,4/4,0.338
Anime,Sheena Ringo,目抜き通り,1XXUT2iIeNrZBZSqza8viV,42,0.0229,0.437,196160,0.871,0.00192,D#,0.213,-3.62,Major,0.0439,125.346,4/4,0.621
Anime,Masakatsu Takagi,Chichi,51abSmOxq76LE2P3CitMDE,11,0.995,0.644,153690,0.00121,0.954,C#,0.0839,-28.958,Major,0.149,132.428,4/4,0.527
Anime,Capcom Sound Team,綾里真宵 〜逆転姉妹のテーマ 2001,5W52LBPIJ0c8PZEtuSfOcB,13,0.387,0.522,161107,0.497,0.62,C#,0.121,-8.751,Major,0.0388,103.513,4/4,0.951
Anime,Kevin Penkin,Remembering Home,6jOs535ECPZSI1JZunJnHV,27,0.522,0.499,135840,0.0532,0.768,A#,0.176,-17.803,Minor,0.0299,80.066,4/4,0.04
Anime,Project Destati,Night of Fate,6XcfgK3gIleWOfn9MTeWeH,24,0.914,0.238,342547,0.43,0.892,G#,0.102,-11.628,Major,0.0337,173.928,5/4,0.228
Anime,Nobuo Uematsu,Swords of Fury,4AMFGr24Jv2idNWf5oHIDO,28,0.595,0.163,162027,0.44,0.909,F,0.142,-9.873,Minor,0.0436,154.357,5/4,0.126
Anime,AI,Summer Magic - Japanese Version,3bV2PMD5bRTluf1vaSZ58H,43,0.0183,0.661,215813,0.733,0.021,C,0.106,-5.438,Major,0.0635,165.936,4/4,0.481
Anime,Kana Nishino,Bath Time Song,0UPOlmkT1ZzanUDSjsyL4Z,22,0.584,0.788,253373,0.656,0.0,F,0.151,-6.963,Major,0.0241,106.956,4/4,0.93
Anime,Capcom Sound Team,大江戸戦士トノサマン,64MiNoGUyyNQqSZlLCPCfa,13,0.0239,0.535,121760,0.647,0.735,C,0.0908,-8.537,Minor,0.0322,139.391,4/4,0.737
Anime,Nogizaka46,Inochiwa Utsukushii,1YDXQnj1WQ6cOSeTMsqJZB,29,0.0763,0.578,315560,0.84,0.0,D,0.159,-5.164,Minor,0.037,130.015,4/4,0.405
Anime,Poppin'Party,八月のif,0hSAZiAfscva2luVhSbfaP,30,0.0264,0.558,273400,0.764,1.31e-06,A,0.13,-3.1,Major,0.032,119.966,4/4,0.563
Anime,Aoi Teshima,Colors,68qiAXYYYdGXWQO1sFDQRT,14,0.973,0.613,261347,0.119,0.194,D,0.0954,-15.361,Major,0.0321,83.038,4/4,0.233
Anime,GReeeeN,僕らの物語,0jNXkIKuP6qMO9BDgJBlt7,20,0.000251,0.286,250320,0.972,0.0118,C#,0.314,-4.446,Minor,0.292,185.135,4/4,0.499
Anime,Bruce Faulconer,Goku & Kai Face Off,1EjsktyKHuaPisO6EKpOzL,15,0.0473,0.348,121787,0.763,0.912,G,0.299,-8.692,Major,0.0406,196.405,3/4,0.435
Anime,Capcom Sound Team,DUST MAN STAGE,4pcO3xR1ZMcSwN75FdMg2t,13,0.0991,0.283,80400,0.687,0.694,A#,0.202,-7.5,Minor,0.0437,143.004,4/4,0.702
Anime,Vickeblanka,Buntline Special,0T2e8YoQ9uMVXLivf0MifB,35,0.000326,0.571,212093,0.847,2.11e-05,A#,0.408,-4.901,Minor,0.0395,134.031,4/4,0.469
Anime,Yuki Hayashi,オーバーホール,3LVHdfHH8cVjvKNZqxQ5oC,22,0.0283,0.644,112187,0.355,0.432,F,0.131,-12.152,Minor,0.0316,134.092,4/4,0.0375
Anime,Ryuichi Sakamoto,The Seed and The Sower,0O16YA59QGLdBHl7axIPAC,9,0.949,0.203,302200,0.0861,0.954,A#,0.177,-20.678,Major,0.0411,79.838,4/4,0.0598
Anime,BUMP OF CHICKEN,firefly,17FFrv5VQ9yo6yCJYzNrut,41,0.000128,0.489,325240,0.861,0.115,C#,0.249,-3.422,Major,0.0338,91.638,4/4,0.359
Anime,Kensuke Ushio,into the sparkle,2ca7q44Uk2nJGQ7xqZjN31,25,0.81,0.258,205080,0.185,0.194,D,0.0842,-19.054,Major,0.0572,123.557,3/4,0.403
Anime,My Little Lover,DESTINY,28F1z7gY2t2mE408Bw6CEO,30,0.0138,0.537,282467,0.634,0.000654,B,0.13,-5.85,Major,0.0254,95.02,4/4,0.312
